Group.1,n
"06049.Black, Non-Hispanic",111
06049.Hispanic,894
"06049.Other, Non-Hispanic",429
"06049.White, Non-Hispanic",5720
"06051.Black, Non-Hispanic",112
06051.Hispanic,2587
"06051.Other, Non-Hispanic",817
"06051.White, Non-Hispanic",8143
"06053.Black, Non-Hispanic",9618
06053.Hispanic,167605
"06053.Other, Non-Hispanic",30337
"06053.White, Non-Hispanic",111981
"06055.Black, Non-Hispanic",2324
06055.Hispanic,32516
"06055.Other, Non-Hispanic",12265
"06055.White, Non-Hispanic",63318
"06057.Black, Non-Hispanic",453
06057.Hispanic,6486
"06057.Other, Non-Hispanic",3572
"06057.White, Non-Hispanic",71631
"06059.Black, Non-Hispanic",44716
06059.Hispanic,752263
"06059.Other, Non-Hispanic",585905
"06059.White, Non-Hispanic",1080652
"06061.Black, Non-Hispanic",4994
06061.Hispanic,36796
"06061.Other, Non-Hispanic",31917
"06061.White, Non-Hispanic",225474
"06063.Black, Non-Hispanic",133
06063.Hispanic,1184
"06063.Other, Non-Hispanic",996
"06063.White, Non-Hispanic",13230
"06065.Black, Non-Hispanic",118369
06065.Hispanic,801409
"06065.Other, Non-Hispanic",168793
"06065.White, Non-Hispanic",708718
"06067.Black, Non-Hispanic",113614
06067.Hispanic,237000
"06067.Other, Non-Hispanic",249180
"06067.White, Non-Hispanic",561583
"06069.Black, Non-Hispanic",436
06069.Hispanic,24822
"06069.Other, Non-Hispanic",2291
"06069.White, Non-Hispanic",17148
"06071.Black, Non-Hispanic",132725
06071.Hispanic,781377
"06071.Other, Non-Hispanic",159604
"06071.White, Non-Hispanic",503754
"06073.Black, Non-Hispanic",130305
06073.Hispanic,785806
"06073.Other, Non-Hispanic",405391
"06073.White, Non-Hispanic",1271835
"06075.Black, Non-Hispanic",38567
06075.Hispanic,105885
"06075.Other, Non-Hispanic",293938
"06075.White, Non-Hispanic",319026
"06077.Black, Non-Hispanic",39085
06077.Hispanic,200666
"06077.Other, Non-Hispanic",105884
"06077.White, Non-Hispanic",194266
"06079.Black, Non-Hispanic",4704
06079.Hispanic,44702
"06079.Other, Non-Hispanic",15365
"06079.White, Non-Hispanic",167215
"06081.Black, Non-Hispanic",15066
06081.Hispanic,134629
"06081.Other, Non-Hispanic",207702
"06081.White, Non-Hispanic",250520
"06083.Black, Non-Hispanic",7498
06083.Hispanic,136563
"06083.Other, Non-Hispanic",29561
"06083.White, Non-Hispanic",172023
"06085.Black, Non-Hispanic",38174
06085.Hispanic,341823
"06085.Other, Non-Hispanic",608105
"06085.White, Non-Hispanic",510986
"06087.Black, Non-Hispanic",2418
06087.Hispanic,63782
"06087.Other, Non-Hispanic",18439
"06087.White, Non-Hispanic",136203
"06089.Black, Non-Hispanic",1493
06089.Hispanic,12075
"06089.Other, Non-Hispanic",11206
"06089.White, Non-Hispanic",115759
"06091.Black, Non-Hispanic",2
06091.Hispanic,231
"06091.Other, Non-Hispanic",52
"06091.White, Non-Hispanic",2274
"06093.Black, Non-Hispanic",550
06093.Hispanic,3614
"06093.Other, Non-Hispanic",2872
"06093.White, Non-Hispanic",27602
"06095.Black, Non-Hispanic",48995
06095.Hispanic,78984
"06095.Other, Non-Hispanic",73534
"06095.White, Non-Hispanic",141480
"06097.Black, Non-Hispanic",6725
06097.Hispanic,90396
"06097.Other, Non-Hispanic",31149
"06097.White, Non-Hispanic",272310
"06099.Black, Non-Hispanic",11921
06099.Hispanic,163861
"06099.Other, Non-Hispanic",35781
"06099.White, Non-Hispanic",184010
"06101.Black, Non-Hispanic",1529
06101.Hispanic,19030
"06101.Other, Non-Hispanic",14976
"06101.White, Non-Hispanic",35514
"06103.Black, Non-Hispanic",474
06103.Hispanic,10126
"06103.Other, Non-Hispanic",2607
"06103.White, Non-Hispanic",35444
"06105.Black, Non-Hispanic",81
06105.Hispanic,681
"06105.Other, Non-Hispanic",970
"06105.White, Non-Hispanic",8802
"06107.Black, Non-Hispanic",4899
06107.Hispanic,189452
"06107.Other, Non-Hispanic",18110
"06107.White, Non-Hispanic",106283
"06109.Black, Non-Hispanic",946
06109.Hispanic,4912
"06109.Other, Non-Hispanic",2361
"06109.White, Non-Hispanic",36838
"06111.Black, Non-Hispanic",12588
06111.Hispanic,249291
"06111.Other, Non-Hispanic",65667
"06111.White, Non-Hispanic",322931
"06113.Black, Non-Hispanic",4676
06113.Hispanic,47971
"06113.Other, Non-Hispanic",33718
"06113.White, Non-Hispanic",84962
"06115.Black, Non-Hispanic",1925
06115.Hispanic,13564
"06115.Other, Non-Hispanic",6906
"06115.White, Non-Hispanic",32886
"08001.Black, Non-Hispanic",11823
08001.Hispanic,131505
"08001.Other, Non-Hispanic",23593
"08001.White, Non-Hispanic",201328
"08003.Black, Non-Hispanic",102
08003.Hispanic,5375
"08003.Other, Non-Hispanic",588
"08003.White, Non-Hispanic",6110
"08005.Black, Non-Hispanic",51167
08005.Hispanic,80637
"08005.Other, Non-Hispanic",43585
"08005.White, Non-Hispanic",315581
"08007.Black, Non-Hispanic",186
08007.Hispanic,1708
"08007.Other, Non-Hispanic",436
"08007.White, Non-Hispanic",8622
"08009.Black, Non-Hispanic",34
08009.Hispanic,258
"08009.Other, Non-Hispanic",105
"08009.White, Non-Hispanic",2416
"08011.Black, Non-Hispanic",224
08011.Hispanic,1495
"08011.Other, Non-Hispanic",33
"08011.White, Non-Hispanic",3160
"08013.Black, Non-Hispanic",2473
08013.Hispanic,29884
"08013.Other, Non-Hispanic",18652
"08013.White, Non-Hispanic",209057
"08014.Black, Non-Hispanic",704
08014.Hispanic,5754
"08014.Other, Non-Hispanic",4551
"08014.White, Non-Hispanic",41135
"08015.Black, Non-Hispanic",296
08015.Hispanic,1574
"08015.Other, Non-Hispanic",540
"08015.White, Non-Hispanic",14203
"08017.Black, Non-Hispanic",1
08017.Hispanic,224
"08017.Other, Non-Hispanic",38
"08017.White, Non-Hispanic",1155
"08019.Black, Non-Hispanic",90
08019.Hispanic,534
"08019.Other, Non-Hispanic",151
"08019.White, Non-Hispanic",7215
"08021.Black, Non-Hispanic",3
08021.Hispanic,3268
"08021.Other, Non-Hispanic",137
"08021.White, Non-Hispanic",2556
"08023.Black, Non-Hispanic",14
08023.Hispanic,1834
"08023.Other, Non-Hispanic",163
"08023.White, Non-Hispanic",1051
"08025.Black, Non-Hispanic",204
08025.Hispanic,1579
"08025.Other, Non-Hispanic",150
"08025.White, Non-Hispanic",3113
"08027.Black, Non-Hispanic",0
08027.Hispanic,325
"08027.Other, Non-Hispanic",120
"08027.White, Non-Hispanic",3615
"08029.Black, Non-Hispanic",259
08029.Hispanic,3123
"08029.Other, Non-Hispanic",639
"08029.White, Non-Hispanic",20465
"08031.Black, Non-Hispanic",49585
08031.Hispanic,145526
"08031.Other, Non-Hispanic",36022
"08031.White, Non-Hispanic",334756
"08033.Black, Non-Hispanic",0
08033.Hispanic,40
"08033.Other, Non-Hispanic",33
"08033.White, Non-Hispanic",1376
"08035.Black, Non-Hispanic",3630
08035.Hispanic,19961
"08035.Other, Non-Hispanic",17070
"08035.White, Non-Hispanic",206147
"08037.Black, Non-Hispanic",642
08037.Hispanic,10659
"08037.Other, Non-Hispanic",851
"08037.White, Non-Hispanic",30534
"08039.Black, Non-Hispanic",84
08039.Hispanic,1249
"08039.Other, Non-Hispanic",688
"08039.White, Non-Hispanic",18132
"08041.Black, Non-Hispanic",33670
08041.Hispanic,78192
"08041.Other, Non-Hispanic",34493
"08041.White, Non-Hispanic",382745
"08043.Black, Non-Hispanic",2137
08043.Hispanic,5120
"08043.Other, Non-Hispanic",1236
"08043.White, Non-Hispanic",31334
"08045.Black, Non-Hispanic",202
08045.Hispanic,10363
"08045.Other, Non-Hispanic",1168
"08045.White, Non-Hispanic",32343
"08047.Black, Non-Hispanic",13
08047.Hispanic,455
"08047.Other, Non-Hispanic",290
"08047.White, Non-Hispanic",4442
"08049.Black, Non-Hispanic",172
08049.Hispanic,893
"08049.Other, Non-Hispanic",266
"08049.White, Non-Hispanic",11304
"08051.Black, Non-Hispanic",86
08051.Hispanic,1108
"08051.Other, Non-Hispanic",366
"08051.White, Non-Hispanic",12333
"08053.Black, Non-Hispanic",0
08053.Hispanic,30
"08053.Other, Non-Hispanic",25
"08053.White, Non-Hispanic",664
"08055.Black, Non-Hispanic",10
08055.Hispanic,1746
"08055.Other, Non-Hispanic",236
"08055.White, Non-Hispanic",3613
"08057.Black, Non-Hispanic",0
08057.Hispanic,163
"08057.Other, Non-Hispanic",5
"08057.White, Non-Hispanic",908
"08059.Black, Non-Hispanic",5270
08059.Hispanic,62368
"08059.Other, Non-Hispanic",22253
"08059.White, Non-Hispanic",369827
"08061.Black, Non-Hispanic",6
08061.Hispanic,37
"08061.Other, Non-Hispanic",27
"08061.White, Non-Hispanic",1026
"08063.Black, Non-Hispanic",186
08063.Hispanic,855
"08063.Other, Non-Hispanic",70
"08063.White, Non-Hispanic",4541
"08065.Black, Non-Hispanic",9
08065.Hispanic,1726
"08065.Other, Non-Hispanic",286
"08065.White, Non-Hispanic",4328
"08067.Black, Non-Hispanic",178
08067.Hispanic,4888
"08067.Other, Non-Hispanic",3462
"08067.White, Non-Hispanic",36480
"08069.Black, Non-Hispanic",2703
08069.Hispanic,26820
"08069.Other, Non-Hispanic",12339
"08069.White, Non-Hispanic",234531
"08071.Black, Non-Hispanic",125
08071.Hispanic,4491
"08071.Other, Non-Hispanic",635
"08071.White, Non-Hispanic",6482
"08073.Black, Non-Hispanic",459
08073.Hispanic,1062
"08073.Other, Non-Hispanic",86
"08073.White, Non-Hispanic",2860
"08075.Black, Non-Hispanic",182
08075.Hispanic,2874
"08075.Other, Non-Hispanic",665
"08075.White, Non-Hispanic",14061
"08077.Black, Non-Hispanic",890
08077.Hispanic,14610
"08077.Other, Non-Hispanic",3550
"08077.White, Non-Hispanic",99136
"08079.Black, Non-Hispanic",9
08079.Hispanic,49
"08079.Other, Non-Hispanic",7
"08079.White, Non-Hispanic",664
"08081.Black, Non-Hispanic",98
08081.Hispanic,1300
"08081.Other, Non-Hispanic",280
"08081.White, Non-Hispanic",8090
"08083.Black, Non-Hispanic",72
08083.Hispanic,2105
"08083.Other, Non-Hispanic",2620
"08083.White, Non-Hispanic",15545
"08085.Black, Non-Hispanic",67
08085.Hispanic,5565
"08085.Other, Non-Hispanic",953
"08085.White, Non-Hispanic",26028
"08087.Black, Non-Hispanic",710
08087.Hispanic,6705
"08087.Other, Non-Hispanic",456
"08087.White, Non-Hispanic",13222
"08089.Black, Non-Hispanic",104
08089.Hispanic,5340
"08089.Other, Non-Hispanic",506
"08089.White, Non-Hispanic",7924
"08091.Black, Non-Hispanic",0
08091.Hispanic,91
"08091.Other, Non-Hispanic",94
"08091.White, Non-Hispanic",3848
"08093.Black, Non-Hispanic",56
08093.Hispanic,816
"08093.Other, Non-Hispanic",644
"08093.White, Non-Hispanic",13569
"08095.Black, Non-Hispanic",5
08095.Hispanic,584
"08095.Other, Non-Hispanic",58
"08095.White, Non-Hispanic",2501
"08097.Black, Non-Hispanic",87
08097.Hispanic,1371
"08097.Other, Non-Hispanic",437
"08097.White, Non-Hispanic",13150
"08099.Black, Non-Hispanic",94
08099.Hispanic,2959
"08099.Other, Non-Hispanic",200
"08099.White, Non-Hispanic",5697
"08101.Black, Non-Hispanic",2583
08101.Hispanic,50723
"08101.Other, Non-Hispanic",3618
"08101.White, Non-Hispanic",71430
"08103.Black, Non-Hispanic",30
08103.Hispanic,457
"08103.Other, Non-Hispanic",207
"08103.White, Non-Hispanic",4141
"08105.Black, Non-Hispanic",105
08105.Hispanic,3619
"08105.Other, Non-Hispanic",208
"08105.White, Non-Hispanic",4787
"08107.Black, Non-Hispanic",203
08107.Hispanic,1180
"08107.Other, Non-Hispanic",415
"08107.White, Non-Hispanic",18677
"08109.Black, Non-Hispanic",8
08109.Hispanic,1687
"08109.Other, Non-Hispanic",204
"08109.White, Non-Hispanic",3256
"08111.Black, Non-Hispanic",0
08111.Hispanic,50
"08111.Other, Non-Hispanic",16
"08111.White, Non-Hispanic",447
"08113.Black, Non-Hispanic",1
08113.Hispanic,593
"08113.Other, Non-Hispanic",237
"08113.White, Non-Hispanic",5773
"08115.Black, Non-Hispanic",19
08115.Hispanic,238
"08115.Other, Non-Hispanic",30
"08115.White, Non-Hispanic",1450
"08117.Black, Non-Hispanic",313
08117.Hispanic,2868
"08117.Other, Non-Hispanic",554
"08117.White, Non-Hispanic",21934
"08119.Black, Non-Hispanic",198
08119.Hispanic,1159
"08119.Other, Non-Hispanic",603
"08119.White, Non-Hispanic",18240
"08121.Black, Non-Hispanic",63
08121.Hispanic,316
"08121.Other, Non-Hispanic",40
"08121.White, Non-Hispanic",3347
"08123.Black, Non-Hispanic",2515
08123.Hispanic,58359
"08123.Other, Non-Hispanic",7973
"08123.White, Non-Hispanic",156097
"08125.Black, Non-Hispanic",107
08125.Hispanic,1361
"08125.Other, Non-Hispanic",111
"08125.White, Non-Hispanic",5785
"09001.Black, Non-Hispanic",83242
09001.Hispanic,130509
"09001.Other, Non-Hispanic",47023
"09001.White, Non-Hispanic",468650
"09003.Black, Non-Hispanic",93474
09003.Hispanic,110726
"09003.Other, Non-Hispanic",45029
"09003.White, Non-Hispanic",455158
"09005.Black, Non-Hispanic",2535
09005.Hispanic,7738
"09005.Other, Non-Hispanic",4280
"09005.White, Non-Hispanic",133757
"09007.Black, Non-Hispanic",7176
09007.Hispanic,7050
"09007.Other, Non-Hispanic",5107
"09007.White, Non-Hispanic",114408
"09009.Black, Non-Hispanic",86371
09009.Hispanic,105495
"09009.Other, Non-Hispanic",35478
"09009.White, Non-Hispanic",455335
"09011.Black, Non-Hispanic",12290
09011.Hispanic,19147
"09011.Other, Non-Hispanic",14966
"09011.White, Non-Hispanic",168589
"09013.Black, Non-Hispanic",4046
09013.Hispanic,6197
"09013.Other, Non-Hispanic",7561
"09013.White, Non-Hispanic",106686
"09015.Black, Non-Hispanic",2178
09015.Hispanic,9037
"09015.Other, Non-Hispanic",2548
"09015.White, Non-Hispanic",79463
"10001.Black, Non-Hispanic",34154
10001.Hispanic,8139
"10001.Other, Non-Hispanic",6724
"10001.White, Non-Hispanic",86922
"10003.Black, Non-Hispanic",105160
10003.Hispanic,36208
"10003.Other, Non-Hispanic",29238
"10003.White, Non-Hispanic",264910
"10005.Black, Non-Hispanic",20269
10005.Hispanic,12000
"10005.Other, Non-Hispanic",5270
"10005.White, Non-Hispanic",144571
"11001.Black, Non-Hispanic",251515
11001.Hispanic,55646
"11001.Other, Non-Hispanic",35114
"11001.White, Non-Hispanic",226477
"12001.Black, Non-Hispanic",39677
12001.Hispanic,21263
"12001.Other, Non-Hispanic",18001
"12001.White, Non-Hispanic",138758
"12003.Black, Non-Hispanic",3052
12003.Hispanic,575
"12003.Other, Non-Hispanic",564
"12003.White, Non-Hispanic",17290
"12005.Black, Non-Hispanic",14949
12005.Hispanic,8006
"12005.Other, Non-Hispanic",7430
"12005.White, Non-Hispanic",112831
"12007.Black, Non-Hispanic",4410
12007.Hispanic,958
"12007.Other, Non-Hispanic",372
"12007.White, Non-Hispanic",16161
"12009.Black, Non-Hispanic",43790
12009.Hispanic,43811
"12009.Other, Non-Hispanic",21736
"12009.White, Non-Hispanic",368419
"12011.Black, Non-Hispanic",405884
12011.Hispanic,441075
"12011.Other, Non-Hispanic",75383
"12011.White, Non-Hispanic",593682
"12013.Black, Non-Hispanic",1654
12013.Hispanic,658
"12013.Other, Non-Hispanic",328
"12013.White, Non-Hispanic",8819
"12015.Black, Non-Hispanic",8252
12015.Hispanic,10015
"12015.Other, Non-Hispanic",4124
"12015.White, Non-Hispanic",136461
"12017.Black, Non-Hispanic",3309
12017.Hispanic,6137
"12017.Other, Non-Hispanic",3674
"12017.White, Non-Hispanic",110504
"12019.Black, Non-Hispanic",17938
12019.Hispanic,14732
"12019.Other, Non-Hispanic",8133
"12019.White, Non-Hispanic",120894
"12021.Black, Non-Hispanic",18218
12021.Hispanic,73405
"12021.Other, Non-Hispanic",6496
"12021.White, Non-Hispanic",208738
"12023.Black, Non-Hispanic",9810
12023.Hispanic,3063
"12023.Other, Non-Hispanic",1531
"12023.White, Non-Hispanic",40386
"12027.Black, Non-Hispanic",3657
12027.Hispanic,8451
"12027.Other, Non-Hispanic",276
"12027.White, Non-Hispanic",17311
"12029.Black, Non-Hispanic",1215
12029.Hispanic,489
"12029.Other, Non-Hispanic",442
"12029.White, Non-Hispanic",11445
"12031.Black, Non-Hispanic",200621
12031.Hispanic,64457
"12031.Other, Non-Hispanic",51346
"12031.White, Non-Hispanic",407709
"12033.Black, Non-Hispanic",50589
12033.Hispanic,12942
"12033.Other, Non-Hispanic",17077
"12033.White, Non-Hispanic",167270
"12035.Black, Non-Hispanic",8766
12035.Hispanic,8504
"12035.Other, Non-Hispanic",3724
"12035.White, Non-Hispanic",69975
"12037.Black, Non-Hispanic",1424
12037.Hispanic,530
"12037.Other, Non-Hispanic",161
"12037.White, Non-Hispanic",7808
"12039.Black, Non-Hispanic",19403
12039.Hispanic,3004
"12039.Other, Non-Hispanic",416
"12039.White, Non-Hispanic",13081
"12041.Black, Non-Hispanic",734
12041.Hispanic,708
"12041.Other, Non-Hispanic",276
"12041.White, Non-Hispanic",12497
"12043.Black, Non-Hispanic",1566
12043.Hispanic,2113
"12043.Other, Non-Hispanic",576
"12043.White, Non-Hispanic",7197
"12045.Black, Non-Hispanic",2278
12045.Hispanic,540
"12045.Other, Non-Hispanic",288
"12045.White, Non-Hispanic",9933
"12047.Black, Non-Hispanic",4044
12047.Hispanic,896
"12047.Other, Non-Hispanic",159
"12047.White, Non-Hispanic",6561
"12049.Black, Non-Hispanic",1532
12049.Hispanic,7645
"12049.Other, Non-Hispanic",325
"12049.White, Non-Hispanic",10531
"12051.Black, Non-Hispanic",3390
12051.Hispanic,15147
"12051.Other, Non-Hispanic",711
"12051.White, Non-Hispanic",10521
"12053.Black, Non-Hispanic",7584
12053.Hispanic,18608
"12053.Other, Non-Hispanic",3874
"12053.White, Non-Hispanic",121832
"12055.Black, Non-Hispanic",7292
12055.Hispanic,14886
"12055.Other, Non-Hispanic",2221
"12055.White, Non-Hispanic",61267
"12057.Black, Non-Hispanic",173950
12057.Hispanic,296711
"12057.Other, Non-Hispanic",59406
"12057.White, Non-Hispanic",572553
"12059.Black, Non-Hispanic",1129
12059.Hispanic,502
"12059.Other, Non-Hispanic",565
"12059.White, Non-Hispanic",13442
"12061.Black, Non-Hispanic",10092
12061.Hispanic,13362
"12061.Other, Non-Hispanic",3408
"12061.White, Non-Hispanic",101836
"12063.Black, Non-Hispanic",10462
12063.Hispanic,1831
"12063.Other, Non-Hispanic",947
"12063.White, Non-Hispanic",25765
"12065.Black, Non-Hispanic",3886
12065.Hispanic,550
"12065.Other, Non-Hispanic",224
"12065.White, Non-Hispanic",7192
"12067.Black, Non-Hispanic",1232
12067.Hispanic,971
"12067.Other, Non-Hispanic",123
"12067.White, Non-Hispanic",4419
"12069.Black, Non-Hispanic",26988
12069.Hispanic,37928
"12069.Other, Non-Hispanic",9853
"12069.White, Non-Hispanic",204188
"12071.Black, Non-Hispanic",44505
12071.Hispanic,111079
"12071.Other, Non-Hispanic",15538
"12071.White, Non-Hispanic",434796
"12073.Black, Non-Hispanic",69750
12073.Hispanic,14629
"12073.Other, Non-Hispanic",12542
"12073.White, Non-Hispanic",138634
"12075.Black, Non-Hispanic",2719
12075.Hispanic,2344
"12075.Other, Non-Hispanic",779
"12075.White, Non-Hispanic",26615
"12077.Black, Non-Hispanic",1199
12077.Hispanic,285
"12077.Other, Non-Hispanic",183
"12077.White, Non-Hispanic",5300
"12079.Black, Non-Hispanic",5651
12079.Hispanic,850
"12079.Other, Non-Hispanic",184
"12079.White, Non-Hispanic",8350
"12081.Black, Non-Hispanic",24025
12081.Hispanic,41297
"12081.Other, Non-Hispanic",10202
"12081.White, Non-Hispanic",237353
"12083.Black, Non-Hispanic",33526
12083.Hispanic,33330
"12083.Other, Non-Hispanic",8419
"12083.White, Non-Hispanic",212269
"12085.Black, Non-Hispanic",6731
12085.Hispanic,14253
"12085.Other, Non-Hispanic",2906
"12085.White, Non-Hispanic",108910
"12086.Black, Non-Hispanic",355214
12086.Hispanic,1492798
"12086.Other, Non-Hispanic",23926
"12086.White, Non-Hispanic",278174
"12087.Black, Non-Hispanic",4232
12087.Hispanic,14325
"12087.Other, Non-Hispanic",1222
"12087.White, Non-Hispanic",44564
"12089.Black, Non-Hispanic",3960
12089.Hispanic,2508
"12089.Other, Non-Hispanic",1405
"12089.White, Non-Hispanic",58667
"12091.Black, Non-Hispanic",15243
12091.Hispanic,12725
"12091.Other, Non-Hispanic",9919
"12091.White, Non-Hispanic",120655
"12093.Black, Non-Hispanic",2717
